current_stock,running_stock,quantity,unit_price,transaction_cost,section_id,brand,supplier,location,manager,section_name,transaction_type,unit_of_measure,performed_by,transaction_date,stock_level
10,5,0,615.02,189.07,2,Brand C,Supplier Z,Depot 3,Manager 2,Section A,Return,Kg,User1,2024-12-29,Very Low
88,92,56,761.19,182.58,12,Brand D,Supplier Z,Depot 1,Manager 2,Section A,Sale,Kg,User1,2024-05-12,Very High
35,45,30,298.81,338.61,17,Brand B,Supplier X,Depot 2,Manager 2,Section B,Purchase,Pieces,User2,2024-12-30,Perfect
97,89,62,395.0,178.33,18,Brand C,Supplier X,Depot 3,Manager 3,Section C,Return,Boxes,User2,2024-11-17,Very High
74,72,36,80.98,499.64,17,Brand D,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Pieces,User1,2024-12-11,High
6,3,3,386.36,55.59,3,Brand B,Supplier Z,Depot 2,Manager 3,Section B,Purchase,Boxes,User2,2024-12-18,Very Low
9,8,1,811.29,427.35,11,Brand C,Supplier Y,Depot 1,Manager 3,Section A,Return,Boxes,User3,2024-05-19,Very Low
54,67,48,582.1,306.83,17,Brand B,Supplier X,Depot 1,Manager 2,Section C,Return,Kg,User1,2024-02-05,High
53,75,40,102.11,349.66,20,Brand C,Supplier X,Depot 3,Manager 2,Section C,Return,Boxes,User3,2024-07-14,High
69,74,40,968.52,83.53,18,Brand B,Supplier Y,Depot 3,Manager 2,Section C,Sale,Pieces,User3,2024-04-24,High
71,58,43,978.95,156.21,4,Brand D,Supplier X,Depot 2,Manager 3,Section A,Purchase,Pieces,User1,2024-08-22,High
100,100,73,158.81,51.31,2,Brand C,Supplier Y,Depot 1,Manager 1,Section C,Purchase,Kg,User3,2024-12-08,Very High
16,14,13,943.21,320.65,8,Brand B,Supplier Z,Depot 1,Manager 3,Section C,Sale,Pieces,User3,2024-03-07,Low
6,8,4,40.18,150.43,20,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Purchase,Kg,User2,2024-02-28,Very Low
19,19,7,452.67,458.69,6,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Sale,Kg,User3,2024-11-14,Low
4,6,5,866.31,305.67,12,Brand C,Supplier Z,Depot 1,Manager 3,Section C,Purchase,Pieces,User1,2024-04-09,Very Low
33,39,25,107.37,194.2,16,Brand C,Supplier Z,Depot 3,Manager 1,Section C,Purchase,Pieces,User1,2024-11-14,Perfect
2,4,0,62.21,401.69,19,Brand C,Supplier Y,Depot 2,Manager 2,Section B,Sale,Pieces,User2,2024-08-16,Very Low
97,88,76,284.06,380.01,20,Brand C,Supplier Z,Depot 1,Manager 3,Section C,Return,Boxes,User2,2024-06-09,Very High
63,52,35,436.08,196.31,20,Brand B,Supplier Z,Depot 2,Manager 2,Section A,Sale,Pieces,User3,2024-05-17,High
14,14,14,481.57,149.32,18,Brand B,Supplier Z,Depot 1,Manager 1,Section C,Sale,Boxes,User3,2024-09-24,Low
24,14,12,409.29,254.12,10,Brand B,Supplier Z,Depot 3,Manager 1,Section B,Return,Kg,User3,2024-02-26,Low
34,47,16,936.1,188.5,5,Brand C,Supplier X,Depot 2,Manager 3,Section B,Sale,Pieces,User1,2024-06-02,Perfect
30,45,24,323.59,35.64,2,Brand A,Supplier Z,Depot 2,Manager 2,Section A,Sale,Kg,User1,2024-11-09,Perfect
37,36,25,20.97,63.02,15,Brand A,Supplier Y,Depot 3,Manager 1,Section A,Sale,Boxes,User2,2024-07-08,Perfect
15,12,12,33.37,64.52,7,Brand D,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Kg,User2,2024-03-09,Low
5,2,4,298.86,172.57,6,Brand C,Supplier Y,Depot 2,Manager 3,Section A,Purchase,Kg,User2,2024-04-03,Very Low
3,2,3,81.58,131.2,8,Brand C,Supplier Y,Depot 1,Manager 3,Section C,Return,Pieces,User1,2024-10-18,Very Low
5,10,0,495.51,102.99,13,Brand A,Supplier X,Depot 1,Manager 2,Section B,Return,Pieces,User2,2024-04-28,Very Low
52,60,46,646.81,294.5,19,Brand A,Supplier Y,Depot 1,Manager 1,Section B,Sale,Boxes,User2,2024-10-26,High
4,1,1,200.56,317.37,6,Brand A,Supplier X,Depot 1,Manager 2,Section C,Purchase,Pieces,User1,2024-02-07,Very Low
95,83,58,391.54,121.59,8,Brand A,Supplier X,Depot 3,Manager 3,Section C,Return,Kg,User3,2024-06-20,Very High
93,84,60,980.6,179.64,10,Brand B,Supplier X,Depot 1,Manager 2,Section C,Return,Kg,User3,2024-09-21,Very High
75,67,33,314.57,115.28,6,Brand A,Supplier Z,Depot 1,Manager 3,Section B,Sale,Pieces,User3,2024-07-04,High
52,55,47,549.77,436.29,9,Brand D,Supplier Z,Depot 1,Manager 1,Section C,Purchase,Pieces,User1,2024-12-24,High
53,75,32,661.93,110.74,2,Brand D,Supplier Y,Depot 1,Manager 3,Section C,Return,Pieces,User1,2024-06-06,High
62,56,37,497.55,249.59,17,Brand B,Supplier X,Depot 2,Manager 2,Section C,Purchase,Pieces,User1,2024-07-11,High
70,63,34,101.69,418.96,1,Brand A,Supplier Z,Depot 2,Manager 1,Section B,Sale,Pieces,User2,2024-12-02,High
24,14,8,377.53,395.41,13,Brand C,Supplier X,Depot 3,Manager 1,Section A,Purchase,Kg,User1,2024-05-27,Low
13,14,7,799.39,370.63,10,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Sale,Boxes,User2,2024-06-17,Low
17,24,10,178.08,442.16,12,Brand B,Supplier Z,Depot 3,Manager 1,Section B,Sale,Boxes,User2,2024-07-01,Low
57,62,49,368.37,492.03,20,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Sale,Pieces,User2,2024-06-24,High
1,5,5,169.9,288.44,18,Brand C,Supplier X,Depot 1,Manager 2,Section B,Return,Boxes,User2,2024-05-15,Very Low
10,2,2,213.75,208.86,13,Brand D,Supplier X,Depot 3,Manager 1,Section A,Return,Kg,User1,2024-04-12,Very Low
18,18,7,195.88,42.51,4,Brand C,Supplier X,Depot 1,Manager 2,Section C,Purchase,Kg,User1,2024-08-30,Low
85,78,57,578.41,384.96,1,Brand B,Supplier Z,Depot 3,Manager 1,Section C,Purchase,Kg,User2,2024-01-05,Very High
39,30,28,533.56,12.11,18,Brand A,Supplier X,Depot 2,Manager 2,Section C,Sale,Pieces,User2,2024-11-19,Perfect
8,10,0,135.16,473.63,4,Brand D,Supplier X,Depot 1,Manager 1,Section A,Purchase,Boxes,User3,2024-06-10,Very Low
13,22,14,93.73,325.89,10,Brand A,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Kg,User2,2024-06-06,Low
95,96,62,953.13,281.57,16,Brand A,Supplier Y,Depot 2,Manager 3,Section A,Sale,Pieces,User3,2024-07-23,Very High
86,96,53,555.04,471.39,8,Brand B,Supplier X,Depot 2,Manager 3,Section C,Purchase,Pieces,User1,2024-01-06,Very High
20,13,7,87.32,50.49,19,Brand D,Supplier X,Depot 2,Manager 2,Section A,Purchase,Pieces,User1,2024-11-02,Low
56,73,50,99.08,105.66,1,Brand B,Supplier Y,Depot 1,Manager 2,Section B,Purchase,Boxes,User1,2024-01-14,High
10,8,2,11.62,468.06,5,Brand B,Supplier X,Depot 3,Manager 3,Section C,Sale,Boxes,User2,2024-05-10,Very Low
71,62,32,113.8,261.9,11,Brand C,Supplier X,Depot 3,Manager 3,Section B,Sale,Kg,User3,2024-09-12,High
48,26,25,921.52,216.81,11,Brand A,Supplier Y,Depot 3,Manager 1,Section A,Sale,Pieces,User2,2024-08-31,Perfect
11,21,10,420.81,134.1,5,Brand A,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Boxes,User2,2024-07-25,Low
36,49,27,143.9,276.51,8,Brand B,Supplier Z,Depot 3,Manager 2,Section B,Return,Kg,User3,2024-02-11,Perfect
86,93,62,175.43,465.27,19,Brand D,Supplier Z,Depot 1,Manager 2,Section A,Sale,Kg,User1,2024-03-13,Very High
9,5,0,685.55,196.95,14,Brand A,Supplier X,Depot 3,Manager 2,Section A,Return,Pieces,User2,2024-07-30,Very Low
10,9,5,275.32,286.05,16,Brand D,Supplier X,Depot 2,Manager 1,Section A,Sale,Boxes,User2,2024-03-15,Very Low
3,4,3,119.63,57.5,19,Brand A,Supplier Z,Depot 2,Manager 2,Section A,Purchase,Pieces,User3,2024-10-27,Very Low
1,4,5,267.74,466.91,12,Brand C,Supplier Z,Depot 3,Manager 3,Section C,Return,Kg,User1,2024-02-14,Very Low
68,55,45,152.29,451.93,6,Brand A,Supplier Y,Depot 2,Manager 1,Section B,Sale,Pieces,User2,2024-10-09,High
1,3,3,19.33,237.31,20,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Return,Boxes,User2,2024-09-26,Very Low
29,41,29,795.9,107.8,2,Brand A,Supplier X,Depot 2,Manager 2,Section C,Return,Boxes,User3,2024-04-15,Perfect
8,3,4,831.61,352.13,8,Brand D,Supplier Z,Depot 1,Manager 1,Section B,Purchase,Boxes,User3,2024-05-19,Very Low
64,64,50,832.51,127.0,14,Brand B,Supplier X,Depot 1,Manager 2,Section B,Purchase,Boxes,User3,2024-08-23,High
77,91,62,435.43,303.57,5,Brand B,Supplier Z,Depot 1,Manager 3,Section C,Return,Kg,User2,2024-08-22,Very High
70,69,46,785.93,462.89,16,Brand A,Supplier Z,Depot 2,Manager 3,Section B,Return,Boxes,User2,2024-03-19,High
35,48,23,761.31,193.31,14,Brand B,Supplier Z,Depot 1,Manager 3,Section C,Sale,Pieces,User1,2024-08-22,Perfect
20,22,15,650.54,461.45,14,Brand B,Supplier Y,Depot 2,Manager 2,Section A,Return,Kg,User3,2024-02-09,Low
58,70,44,152.79,172.88,3,Brand C,Supplier Y,Depot 2,Manager 3,Section B,Sale,Kg,User2,2024-08-24,High
6,6,2,558.46,205.27,8,Brand C,Supplier X,Depot 2,Manager 2,Section C,Return,Boxes,User1,2024-12-04,Very Low
13,15,10,754.5,180.21,3,Brand A,Supplier Z,Depot 3,Manager 1,Section C,Sale,Boxes,User2,2024-07-04,Low
24,15,12,654.6,174.42,10,Brand C,Supplier X,Depot 1,Manager 1,Section B,Sale,Boxes,User1,2024-11-26,Low
59,60,33,679.95,15.57,15,Brand A,Supplier X,Depot 2,Manager 2,Section C,Sale,Pieces,User1,2024-03-12,High
9,10,5,338.61,123.2,11,Brand C,Supplier Z,Depot 2,Manager 2,Section B,Sale,Pieces,User3,2024-03-24,Very Low
6,9,1,451.83,57.21,6,Brand C,Supplier X,Depot 3,Manager 3,Section C,Purchase,Kg,User3,2024-07-05,Very Low
8,2,5,470.83,221.63,9,Brand C,Supplier Z,Depot 3,Manager 2,Section C,Return,Kg,User2,2024-08-18,Very Low
17,21,14,403.54,24.79,20,Brand D,Supplier Z,Depot 2,Manager 2,Section C,Purchase,Boxes,User3,2024-01-07,Low
1,1,5,141.02,401.42,3,Brand D,Supplier Z,Depot 3,Manager 2,Section B,Return,Pieces,User1,2024-02-26,Very Low
89,97,51,188.02,230.76,3,Brand D,Supplier Y,Depot 2,Manager 2,Section A,Sale,Kg,User2,2024-08-23,Very High
4,6,3,44.31,105.63,1,Brand D,Supplier X,Depot 1,Manager 2,Section A,Sale,Pieces,User1,2024-05-15,Very Low
66,53,39,650.49,179.42,9,Brand B,Supplier Z,Depot 1,Manager 2,Section C,Return,Kg,User2,2024-09-05,High
10,8,3,821.65,406.98,13,Brand A,Supplier X,Depot 3,Manager 1,Section B,Sale,Kg,User3,2024-03-29,Very Low
18,23,14,135.19,60.79,7,Brand A,Supplier Y,Depot 2,Manager 3,Section A,Return,Kg,User2,2024-09-07,Low
57,63,34,667.4,252.25,6,Brand A,Supplier Z,Depot 3,Manager 3,Section C,Return,Boxes,User1,2024-02-13,High
17,13,7,432.87,27.12,11,Brand B,Supplier X,Depot 1,Manager 3,Section C,Return,Pieces,User1,2024-04-26,Low
94,79,58,146.86,444.78,4,Brand C,Supplier X,Depot 1,Manager 1,Section C,Return,Kg,User3,2024-04-22,Very High
6,9,5,191.1,198.59,15,Brand D,Supplier Z,Depot 3,Manager 1,Section A,Purchase,Pieces,User1,2024-06-18,Very Low
55,56,33,98.18,245.53,8,Brand D,Supplier X,Depot 3,Manager 1,Section C,Sale,Boxes,User1,2024-12-06,High
41,29,18,113.62,262.43,13,Brand A,Supplier X,Depot 2,Manager 2,Section B,Sale,Boxes,User1,2024-04-19,Perfect
82,86,80,559.15,12.98,12,Brand C,Supplier Z,Depot 3,Manager 2,Section A,Return,Kg,User3,2024-07-02,Very High
75,68,40,666.31,104.49,11,Brand B,Supplier X,Depot 2,Manager 1,Section A,Sale,Boxes,User1,2024-07-31,High
90,88,73,641.39,113.71,12,Brand B,Supplier Z,Depot 2,Manager 3,Section B,Return,Pieces,User3,2024-12-26,Very High
32,50,29,685.58,329.75,1,Brand D,Supplier X,Depot 3,Manager 1,Section A,Purchase,Boxes,User2,2024-11-12,Perfect
31,40,30,277.96,322.52,4,Brand A,Supplier Y,Depot 1,Manager 3,Section B,Sale,Pieces,User2,2024-02-09,Perfect
34,33,18,908.46,299.0,18,Brand C,Supplier Z,Depot 1,Manager 2,Section C,Sale,Boxes,User1,2024-10-02,Perfect
47,42,28,515.22,162.38,3,Brand B,Supplier X,Depot 1,Manager 3,Section A,Return,Kg,User1,2024-06-09,Perfect
38,40,27,489.45,341.53,8,Brand D,Supplier X,Depot 1,Manager 3,Section B,Return,Kg,User3,2024-06-12,Perfect
93,78,70,424.75,84.74,4,Brand C,Supplier Y,Depot 3,Manager 2,Section A,Sale,Kg,User2,2024-09-10,Very High
31,33,27,145.14,272.56,14,Brand B,Supplier Z,Depot 1,Manager 1,Section C,Return,Boxes,User2,2024-08-07,Perfect
2,6,3,482.12,169.45,3,Brand C,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Kg,User3,2024-06-06,Very Low
7,6,1,166.12,237.95,7,Brand A,Supplier Y,Depot 1,Manager 2,Section A,Sale,Kg,User3,2024-08-16,Very Low
65,75,48,482.1,344.84,7,Brand C,Supplier X,Depot 3,Manager 2,Section C,Sale,Kg,User2,2024-06-09,High
82,77,69,144.24,55.39,1,Brand A,Supplier Z,Depot 1,Manager 2,Section C,Purchase,Kg,User1,2024-04-30,Very High
91,88,59,241.41,122.27,9,Brand D,Supplier X,Depot 3,Manager 2,Section C,Purchase,Pieces,User1,2024-05-06,Very High
38,34,28,524.21,165.13,1,Brand C,Supplier Y,Depot 1,Manager 1,Section C,Return,Kg,User3,2024-09-13,Perfect
55,71,34,348.95,272.75,13,Brand B,Supplier Z,Depot 1,Manager 1,Section B,Return,Boxes,User1,2024-04-06,High
98,100,78,774.2,62.31,3,Brand B,Supplier X,Depot 3,Manager 3,Section A,Purchase,Pieces,User3,2024-04-17,Very High
61,68,45,789.55,469.11,5,Brand B,Supplier X,Depot 3,Manager 3,Section A,Purchase,Kg,User2,2024-07-18,High
9,4,1,216.31,252.43,9,Brand D,Supplier X,Depot 2,Manager 2,Section B,Purchase,Boxes,User1,2024-07-09,Very Low
4,4,3,366.02,205.69,18,Brand D,Supplier Y,Depot 2,Manager 2,Section A,Sale,Pieces,User3,2024-11-19,Very Low
15,17,9,544.6,89.97,7,Brand A,Supplier Z,Depot 1,Manager 2,Section B,Sale,Boxes,User3,2024-07-14,Low
13,11,13,58.34,487.05,15,Brand D,Supplier X,Depot 2,Manager 3,Section C,Sale,Kg,User2,2024-10-21,Low
88,83,67,633.74,148.93,6,Brand D,Supplier Y,Depot 1,Manager 2,Section A,Purchase,Pieces,User1,2024-07-21,Very High
36,26,21,957.34,119.78,16,Brand C,Supplier Y,Depot 1,Manager 1,Section C,Return,Boxes,User3,2024-02-10,Perfect
26,41,30,224.0,349.87,11,Brand C,Supplier Z,Depot 3,Manager 1,Section A,Return,Kg,User3,2024-01-18,Perfect
81,79,69,960.64,498.64,6,Brand A,Supplier Z,Depot 1,Manager 1,Section A,Sale,Kg,User1,2024-03-18,Very High
73,63,40,38.01,345.99,18,Brand D,Supplier X,Depot 3,Manager 3,Section C,Sale,Pieces,User3,2024-11-08,High
46,44,21,730.42,366.99,15,Brand D,Supplier Z,Depot 2,Manager 1,Section B,Return,Boxes,User1,2024-07-28,Perfect
1,10,2,634.18,149.15,2,Brand B,Supplier Y,Depot 3,Manager 1,Section B,Return,Pieces,User3,2024-04-13,Very Low
4,7,5,54.7,165.91,10,Brand B,Supplier X,Depot 1,Manager 3,Section C,Sale,Boxes,User2,2024-06-17,Very Low
94,88,75,209.57,463.36,11,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Return,Pieces,User1,2024-10-05,Very High
1,2,0,859.59,259.79,10,Brand A,Supplier Y,Depot 2,Manager 3,Section C,Return,Kg,User1,2024-11-24,Very Low
87,100,61,61.46,13.37,20,Brand B,Supplier Z,Depot 2,Manager 1,Section A,Sale,Boxes,User2,2024-10-01,Very High
50,48,19,362.48,117.58,10,Brand D,Supplier X,Depot 2,Manager 2,Section C,Purchase,Boxes,User3,2024-07-21,Perfect
61,67,36,176.48,410.91,4,Brand C,Supplier X,Depot 3,Manager 1,Section C,Purchase,Kg,User2,2024-08-26,High
66,62,50,181.97,303.94,8,Brand B,Supplier X,Depot 3,Manager 2,Section C,Sale,Kg,User2,2024-04-18,High
76,76,58,291.54,340.49,2,Brand D,Supplier Z,Depot 1,Manager 1,Section A,Purchase,Kg,User2,2024-04-01,Very High
100,99,73,731.61,383.72,5,Brand C,Supplier Y,Depot 2,Manager 1,Section C,Sale,Boxes,User2,2024-06-15,Very High
45,42,27,580.9,120.16,6,Brand C,Supplier Z,Depot 2,Manager 1,Section B,Sale,Pieces,User3,2024-11-08,Perfect
0,5,0,54.15,244.57,11,Brand A,Supplier Y,Depot 1,Manager 2,Section A,Return,Pieces,User3,2024-11-11,Very Low
4,9,3,893.93,233.99,4,Brand C,Supplier X,Depot 1,Manager 3,Section B,Purchase,Pieces,User1,2024-01-07,Very Low
9,10,1,705.33,496.9,1,Brand A,Supplier Z,Depot 2,Manager 3,Section C,Purchase,Pieces,User1,2024-07-29,Very Low
15,12,9,945.15,54.23,16,Brand D,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Kg,User3,2024-04-11,Low
79,76,64,255.57,355.86,11,Brand B,Supplier Z,Depot 1,Manager 1,Section C,Return,Boxes,User3,2024-01-19,Very High
38,26,29,446.83,367.29,2,Brand B,Supplier X,Depot 1,Manager 1,Section C,Purchase,Kg,User3,2024-01-07,Perfect
63,56,46,514.79,468.98,19,Brand B,Supplier Z,Depot 1,Manager 2,Section B,Return,Kg,User3,2024-10-13,High
1,0,2,736.76,63.98,10,Brand C,Supplier Y,Depot 2,Manager 1,Section B,Sale,Pieces,User1,2024-05-20,Very Low
59,66,32,983.8,165.41,15,Brand B,Supplier Y,Depot 2,Manager 1,Section B,Return,Kg,User2,2024-04-18,High
85,98,51,404.45,432.52,17,Brand A,Supplier X,Depot 1,Manager 2,Section C,Return,Pieces,User1,2024-07-12,Very High
57,70,34,823.71,494.2,2,Brand A,Supplier Z,Depot 2,Manager 3,Section B,Return,Kg,User3,2024-12-10,High
23,12,15,104.23,463.46,1,Brand D,Supplier X,Depot 3,Manager 2,Section B,Return,Pieces,User2,2024-11-06,Low
3,7,4,752.53,441.4,19,Brand C,Supplier Y,Depot 2,Manager 3,Section B,Purchase,Boxes,User2,2024-03-22,Very Low
69,59,43,976.61,33.85,9,Brand A,Supplier Y,Depot 2,Manager 1,Section A,Sale,Boxes,User2,2024-06-12,High
20,16,10,417.11,356.21,11,Brand C,Supplier X,Depot 1,Manager 1,Section C,Purchase,Kg,User2,2024-09-23,Low
46,32,26,782.94,217.18,1,Brand A,Supplier X,Depot 3,Manager 1,Section B,Sale,Boxes,User1,2024-02-18,Perfect
16,17,8,468.69,263.32,12,Brand A,Supplier X,Depot 2,Manager 3,Section A,Purchase,Pieces,User3,2024-10-28,Low
16,25,6,783.19,429.68,4,Brand D,Supplier Z,Depot 1,Manager 1,Section C,Sale,Kg,User1,2024-06-22,Low
80,86,52,234.36,492.39,4,Brand D,Supplier X,Depot 1,Manager 1,Section B,Sale,Kg,User3,2024-10-17,Very High
2,7,5,74.34,384.65,19,Brand C,Supplier Y,Depot 2,Manager 2,Section B,Return,Kg,User2,2024-11-22,Very Low
81,100,61,269.41,121.68,11,Brand C,Supplier Y,Depot 3,Manager 3,Section C,Purchase,Kg,User3,2024-12-23,Very High
15,14,9,136.37,320.54,19,Brand A,Supplier X,Depot 2,Manager 3,Section C,Sale,Pieces,User3,2024-12-20,Low
21,25,14,740.15,180.46,17,Brand C,Supplier Z,Depot 3,Manager 2,Section B,Purchase,Kg,User1,2024-03-15,Low
4,5,3,78.67,296.7,20,Brand B,Supplier Y,Depot 1,Manager 3,Section B,Return,Pieces,User2,2024-02-17,Very Low
26,48,30,187.02,197.97,12,Brand B,Supplier X,Depot 1,Manager 1,Section C,Sale,Pieces,User3,2024-10-04,Perfect
66,72,48,76.38,67.09,2,Brand B,Supplier Z,Depot 1,Manager 2,Section C,Sale,Kg,User1,2024-05-02,High
73,66,34,13.47,200.67,15,Brand B,Supplier X,Depot 2,Manager 1,Section A,Sale,Kg,User2,2024-11-16,High
16,22,13,130.32,330.91,13,Brand C,Supplier Y,Depot 2,Manager 3,Section C,Purchase,Boxes,User1,2024-12-22,Low
87,94,61,858.74,298.21,6,Brand B,Supplier X,Depot 1,Manager 2,Section A,Sale,Kg,User3,2024-03-26,Very High
19,12,11,67.04,395.98,8,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Sale,Kg,User2,2024-04-02,Low
56,57,36,590.87,239.95,3,Brand C,Supplier Z,Depot 3,Manager 3,Section B,Return,Kg,User3,2024-09-09,High
53,59,41,330.09,296.81,11,Brand C,Supplier Y,Depot 2,Manager 2,Section C,Purchase,Pieces,User3,2024-04-22,High
53,74,34,811.83,201.44,5,Brand A,Supplier Y,Depot 3,Manager 1,Section B,Sale,Kg,User3,2024-09-04,High
14,25,8,70.36,83.54,1,Brand C,Supplier X,Depot 2,Manager 3,Section A,Return,Kg,User3,2024-06-02,Low
73,60,31,339.72,271.57,12,Brand A,Supplier Y,Depot 2,Manager 2,Section C,Purchase,Boxes,User3,2024-09-03,High
65,57,46,336.7,109.62,6,Brand B,Supplier Y,Depot 3,Manager 1,Section A,Return,Kg,User3,2024-05-10,High
2,2,5,224.6,401.59,15,Brand B,Supplier X,Depot 3,Manager 2,Section B,Sale,Boxes,User1,2024-01-26,Very Low
71,57,41,594.45,356.59,18,Brand A,Supplier Y,Depot 2,Manager 1,Section A,Sale,Pieces,User3,2024-08-28,High
23,22,6,98.55,426.42,1,Brand B,Supplier Z,Depot 3,Manager 3,Section B,Sale,Boxes,User2,2024-10-30,Low
5,6,2,462.68,427.76,7,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Return,Pieces,User3,2024-12-03,Very Low
24,17,8,504.13,450.73,8,Brand C,Supplier X,Depot 3,Manager 3,Section B,Sale,Boxes,User3,2024-11-05,Low
69,55,40,237.15,16.62,3,Brand C,Supplier X,Depot 3,Manager 3,Section C,Return,Boxes,User2,2024-03-16,High
43,27,17,404.54,115.14,19,Brand C,Supplier X,Depot 1,Manager 1,Section A,Sale,Boxes,User1,2024-09-08,Perfect
45,42,21,481.35,12.71,2,Brand D,Supplier Z,Depot 2,Manager 3,Section B,Return,Boxes,User1,2024-10-26,Perfect
6,8,1,387.18,224.97,13,Brand D,Supplier Y,Depot 2,Manager 2,Section C,Sale,Pieces,User2,2024-06-19,Very Low
36,34,21,800.88,30.63,8,Brand D,Supplier X,Depot 2,Manager 3,Section B,Sale,Kg,User3,2024-05-23,Perfect
74,58,32,400.08,261.0,3,Brand A,Supplier X,Depot 1,Manager 2,Section B,Return,Boxes,User1,2024-05-10,High
89,82,52,108.06,347.48,9,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Sale,Boxes,User1,2024-06-06,Very High
18,15,9,893.27,5.29,11,Brand D,Supplier Z,Depot 3,Manager 3,Section A,Purchase,Kg,User2,2024-10-13,Low
42,30,21,102.01,335.44,8,Brand A,Supplier X,Depot 1,Manager 2,Section A,Purchase,Boxes,User2,2024-04-20,Perfect
86,80,71,85.2,459.57,4,Brand B,Supplier Y,Depot 1,Manager 3,Section C,Return,Boxes,User2,2024-03-08,Very High
85,90,76,436.8,193.08,7,Brand B,Supplier Z,Depot 2,Manager 1,Section A,Return,Pieces,User1,2024-10-02,Very High
74,69,50,398.29,445.87,3,Brand B,Supplier Z,Depot 1,Manager 2,Section A,Return,Boxes,User2,2024-09-30,High
77,91,72,734.43,159.49,17,Brand C,Supplier X,Depot 1,Manager 1,Section B,Sale,Boxes,User2,2024-04-05,Very High
54,62,42,267.15,254.49,1,Brand A,Supplier Z,Depot 2,Manager 2,Section B,Sale,Kg,User3,2024-01-13,High
93,96,74,445.63,384.07,20,Brand C,Supplier Y,Depot 1,Manager 1,Section A,Purchase,Boxes,User3,2024-10-21,Very High
11,24,13,58.36,167.31,15,Brand B,Supplier Y,Depot 1,Manager 1,Section B,Sale,Pieces,User3,2024-04-18,Low
15,11,10,418.11,192.24,13,Brand C,Supplier Z,Depot 1,Manager 3,Section B,Sale,Pieces,User1,2024-06-27,Low
77,92,75,642.32,164.16,17,Brand C,Supplier Z,Depot 2,Manager 2,Section A,Return,Pieces,User1,2024-11-17,Very High
74,52,48,555.68,493.88,18,Brand C,Supplier Y,Depot 1,Manager 3,Section A,Purchase,Kg,User2,2024-05-14,High
74,66,32,34.79,418.05,1,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Return,Boxes,User2,2024-11-01,High
5,0,4,566.02,375.73,7,Brand A,Supplier X,Depot 2,Manager 2,Section A,Purchase,Boxes,User1,2024-05-11,Very Low
59,52,32,902.57,23.21,12,Brand C,Supplier Y,Depot 1,Manager 2,Section C,Sale,Pieces,User3,2024-09-17,High
41,31,18,293.06,133.62,11,Brand A,Supplier Y,Depot 3,Manager 3,Section A,Return,Pieces,User1,2024-12-23,Perfect
7,7,2,488.71,147.5,6,Brand A,Supplier X,Depot 2,Manager 3,Section C,Purchase,Kg,User2,2024-04-22,Very Low
78,79,56,751.97,116.72,5,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Sale,Boxes,User1,2024-05-18,Very High
52,61,44,194.7,126.13,6,Brand C,Supplier X,Depot 2,Manager 3,Section C,Sale,Boxes,User3,2024-08-27,High
46,26,28,630.15,132.16,5,Brand D,Supplier Y,Depot 2,Manager 1,Section A,Return,Pieces,User1,2024-12-02,Perfect
47,50,27,219.58,335.18,9,Brand B,Supplier X,Depot 3,Manager 1,Section A,Return,Kg,User3,2024-06-24,Perfect
10,2,5,465.2,109.28,17,Brand D,Supplier Y,Depot 3,Manager 3,Section C,Sale,Kg,User3,2024-01-14,Very Low
91,77,58,343.96,167.08,5,Brand A,Supplier Z,Depot 3,Manager 3,Section C,Purchase,Pieces,User3,2024-08-31,Very High
25,20,9,162.6,59.95,18,Brand D,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Boxes,User1,2024-02-15,Low
92,92,64,124.75,390.94,8,Brand B,Supplier Z,Depot 2,Manager 3,Section A,Return,Pieces,User2,2024-04-15,Very High
93,100,69,200.21,206.18,1,Brand B,Supplier Y,Depot 2,Manager 1,Section B,Return,Boxes,User1,2024-06-01,Very High
6,4,1,933.66,297.67,8,Brand A,Supplier Y,Depot 3,Manager 3,Section C,Return,Kg,User1,2024-01-12,Very Low
